paper_id	title	journ	pub_year	au_name
000397924200013	THE COMMUNICATED PERSPECTIVE-TAKING RATING SYSTEM AND LINKS TO WELL-BEING IN MARITAL CONFLICT	PERSONAL RELATIONSHIPS	2017	KELLAS, JK; CARR, K; HORSTMAN, HK; DILILLO, D
000394244300036	ASSOCIATIONS BETWEEN EMPATHY AND BIG FIVE PERSONALITY TRAITS AMONG CHINESE UNDERGRADUATE MEDICAL STUDENTS	PLOS ONE	2017	SONG, Y; SHI, M
000411516300002	ROLE OF GENETIC AND ENVIRONMENTAL FACTORS IN THE DEVELOPMENT OF EMPATHY	CULTURAL-HISTORICAL PSYCHOLOGY	2017	YUDINA, TO
000407567700004	DYADIC EMPATHY PREDICTS SEXUAL AND RELATIONSHIP WELL-BEING IN COUPLES TRANSITIONING TO PARENTHOOD	JOURNAL OF SEX & MARITAL THERAPY	2017	ROSEN, NO; MOONEY, K; MUISE, A
000400245600006	SOCIAL NEUROSCIENCE: BRAIN, MIND, AND SOCIETY	JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY	2017	BERKOSKI, KL
000473616300008	MINDFUL PRESENCE ITS FUNCTIONS AND CONSEQUENCES IN ROMANTIC RELATIONSHIPS	MINDFULNESS IN SOCIAL PSYCHOLOGY	2017	KARREMANS, JC; KAPPEN, G
000388621400010	A REPLICATION AND EXTENSION OF THE PEERSA (R) FOR YOUNG ADULTS SOCIAL SKILLS INTERVENTION: EXAMINING EFFECTS ON SOCIAL SKILLS AND SOCIAL ANXIETY IN YOUNG ADULTS WITH AUTISM SPECTRUM DISORDER	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS	2016	MCVEY, AJ; DOLAN, BK; WILLAR, KS; PLEISS, S; KARST, JS; CASNAR, CL; CAIOZZO, C; VOGT, EM; GORDON, NS; VAN HECKE, AV
000382755200006	HOW HERITABLE IS EMPATHY? DIFFERENTIAL EFFECTS OF MEASUREMENT AND SUBCOMPONENTS	MOTIVATION AND EMOTION	2016	MELCHERS, M; MONTAG, C; REUTER, M; SPINATH, FM; HAHN, E
000383099500011	DOES BEING EMPATHIC PAY OFF?-ASSOCIATIONS BETWEEN PERFORMANCE-BASED MEASURES OF EMPATHY AND SOCIAL ADJUSTMENT IN YOUNGER AND OLDER WOMEN	EMOTION	2016	BLANKE, ES; RAUERS, A; RIEDIGER, M
000383099500012	THE BURDEN OF EMPATHY: PARTNERS' RESPONSES TO DIVERGENCE OF INTERESTS IN DAILY LIFE	EMOTION	2016	RIGHETTI, F; GERE, J; HOFMANN, W; VISSERMAN, ML; VAN LANGE, PAM
000380066100002	PARTNER FACILITATION AND PARTNER INTERFERENCE IN INDIVIDUALS' WEIGHT LOSS GOALS	QUALITATIVE HEALTH RESEARCH	2016	THEISS, JA; CARPENTER, AM; LEUSTEK, J
000376885100003	BEYOND PERSPECTIVE-TAKING: MIND-READING MOTIVATION	MOTIVATION AND EMOTION	2016	CARPENTER, JM; GREEN, MC; VACHARKULKSEMSUK, T
000371936800051	BALANCED AUTHENTICITY PREDICTS OPTIMAL WELL-BEING: THEORETICAL CONCEPTUALIZATION AND EMPIRICAL DEVELOPMENT OF THE AUTHENTICITY IN RELATIONSHIPS SCALE	PERSONALITY AND INDIVIDUAL DIFFERENCES	2016	WANG, YN
000374227700007	THEORY-OF-MIND-RELATED NEURAL ACTIVITY FOR ONE'S ROMANTIC PARTNER PREDICTS PARTNER WELL-BEING	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE	2016	DODELL-FEDER, D; FELIX, S; YUNG, MG; HOOKER, CI
000371758600001	EMOTIONAL INTERDEPENDENCE AND WELL-BEING IN CLOSE RELATIONSHIPS	FRONTIERS IN PSYCHOLOGY	2016	SELS, L; CEULEMANS, E; BULTEEL, K; KUPPENS, P
000369204400001	MAKING IT FACEBOOK OFFICIAL: THE WARRANTING VALUE OF ONLINE RELATIONSHIP STATUS DISCLOSURES ON RELATIONAL CHARACTERISTICS	COMPUTERS IN HUMAN BEHAVIOR	2016	LANE, BL; PIERCY, CW; CARR, CT
000384940900003	RELATIONSHIPS' BEST FRIEND: LINKS BETWEEN PET OWNERSHIP, EMPATHY, AND ROMANTIC RELATIONSHIP OUTCOMES	ANTHROZOOS	2016	CLOUTIER, A; PEETZ, J
000381362800008	EMPATHY, NONVERBAL IMMEDIACY, AND SALESPERSON PERFORMANCE: THE MEDIATING ROLE OF ADAPTIVE SELLING BEHAVIOR	JOURNAL OF BUSINESS & INDUSTRIAL MARKETING	2016	LIMBU, YB; JAYACHANDRAN, C; BABIN, BJ; PETERSON, RT
000376219900002	PSYCHOMETRIC EVALUATION OF THE 'READING THE MIND IN THE EYES' TEST WITH SAMPLES OF DIFFERENT AGES FROM A POLISH POPULATION	STUDIA PSYCHOLOGICA	2016	JANKOWIAK-SIUDA, K; BARON-COHEN, S; BIALASZEK, W; DOPIERALA, A; KOZLOWSKA, A; RYMARCZYK, K
000420771900005	THE EXAMINATION OF EMPATHETIC SKILL LEVELS OF PRIMARY EDUCATION TEACHERS REGARDING SOCIO-DEMOGRAPHIC VARIABLES AND THEIR PREFERRED DISCIPLINE TYPES	PEGEM EGITIM VE OGRETIM DERGISI	2015	KARAKUS, F; TUMKAYA, S
000365313700001	SEROTONIN RECEPTOR GENE (HTR2A) T102C POLYMORPHISM MODULATES INDIVIDUALS' PERSPECTIVE TAKING ABILITY AND AUTISTIC-LIKE TRAITS	FRONTIERS IN HUMAN NEUROSCIENCE	2015	GONG, PY; LIU, JT; BLUE, PR; LI, S; ZHOU, XL
000359604200013	EMOTIONAL AWARENESS, RELATIONSHIP QUALITY, AND SATISFACTION IN PATIENTS WITH PARKINSON'S DISEASE AND THEIR SPOUSAL CAREGIVERS	JOURNAL OF NERVOUS AND MENTAL DISEASE	2015	RICCIARDI, L; POMPONI, M; DEMARTINI, B; RICCIARDI, D; MORABITO, B; BERNABEI, R; BENTIVOGLIO, AR
000353049100004	THE ROLE OF MORAL EMOTIONS AND INDIVIDUAL DIFFERENCES IN CONSUMER RESPONSES TO CORPORATE GREEN AND NON-GREEN ACTIONS	JOURNAL OF THE ACADEMY OF MARKETING SCIENCE	2015	XIE, CY; BAGOZZI, RP; GRONHAUG, K
000351611400004	AGING, EMPATHY, AND PROSOCIALITY	JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES	2015	BEADLE, JN; SHEEHAN, AH; DAHLBEN, B; GUTCHESS, AH
000368743200004	THE PROMISE AND PERVERSITY OF PERSPECTIVE-TAKING IN ORGANIZATIONS	RESEARCH IN ORGANIZATIONAL BEHAVIOR: AN ANNUAL SERIES OF ANALYTICAL ESSAYS AND CRITICAL REVIEWS, VOL 35	2015	KU, G; WANG, CS; GALINSKY, AD
000347543000003	COUPLE EMPATHY - THE MEDIATOR OF ATTACHMENT STYLES FOR PARTNERS ADJUSTING TO PARENTHOOD	JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY	2015	KAZMIERCZAK, M
000347730600001	WHY IS FATHERS' REFLECTIVE FUNCTION IMPORTANT?	PSYCHOANALYTIC PSYCHOLOGY	2015	BENBASSAT, N; PRIEL, B
000215205200006	THE OTHER SIDE OF THE MIRROR - THE ROLE OF PARTNER'S EMPATHY IN TRANSITION TO PARENTHOOD	HEALTH PSYCHOLOGY REPORT	2015	KAZMIERCZAK, M; KIELBRATOWSKA, B; KARASIEWICZ, K
000343813400006	SHAME, GUILT, AND THE MEDICAL LEARNER: IGNORED CONNECTIONS AND WHY WE SHOULD CARE	MEDICAL EDUCATION	2014	BYNUM, WE; GOODIE, JL
000345204200027	NOT AS GOOD AS YOU THINK? TRAIT POSITIVE EMOTION IS ASSOCIATED WITH INCREASED SELF-REPORTED EMPATHY BUT DECREASED EMPATHIC PERFORMANCE	PLOS ONE	2014	DEVLIN, HC; ZAKI, J; ONG, DC; GRUBER, J
000342210000005	MODIFICATION AND PRELIMINARY USE OF THE FIVE-MINUTE SPEECH SAMPLE IN THE POSTPARTUM: ASSOCIATIONS WITH POSTNATAL DEPRESSION AND POSTTRAUMATIC STRESS	ARCHIVES OF WOMENS MENTAL HEALTH	2014	ILES, J; SPIBY, H; SLADE, P
000342926700001	MOVING NARCISSUS: CAN NARCISSISTS BE EMPATHIC?	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2014	HEPPER, EG; HART, CM; SEDIKIDES, C
000335390700002	FACEBOOK AND ITS EFFECTS ON USERS' EMPATHIC SOCIAL SKILLS AND LIFE SATISFACTION: A DOUBLE-EDGED SWORD EFFECT	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING	2014	CHAN, TH
000332318100004	SEX DIFFERENCES IN THE IMPLICATIONS OF PARTNER PHYSICAL ATTRACTIVENESS FOR THE TRAJECTORY OF MARITAL SATISFACTION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2014	MELTZER, AL; MCNULTY, JK; JACKSON, GL; KARNEY, BR
000341407400006	SELF AND OTHER RATINGS OF DYADIC EMPATHY AS PREDICTORS OF RELATIONSHIP SATISFACTION	AMERICAN JOURNAL OF FAMILY THERAPY	2014	KIMMES, JG; EDWARDS, AB; WETCHLER, JL; BERCIK, J
000337660800002	IMPAIRMENTS OF INTERPERSONAL FUNCTIONING: EMPATHY AND INTIMACY IN BORDERLINE PERSONALITY DISORDER	PSYCHOPATHOLOGY	2014	JEUNG, H; HERPERTZ, SC
000326316500007	KOREAN WAVE: ENJOYMENT FACTORS OF KOREAN DRAMAS IN THE US	INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS	2013	CHUANG, LM; LEE, HE
000345485400002	CONSIDERING ADAPTIVE AND MALADAPTIVE VERSIONS OF UNMITIGATED COMMUNION: PART TWO	JOURNAL OF PSYCHOLOGY AND THEOLOGY	2013	BASSETT, RL; AUBE, J
000319309500005	ALEXITHYMIA, EMOTIONAL EMPATHY, AND SELF-REGULATION IN ANOREXIA NERVOSA	ANNALS OF CLINICAL PSYCHIATRY	2013	BEADLE, JN; PARADISO, S; SALERNO, A; MCCORMICK, LM
000330804900001	EMPATHY IN HIPPOCANNPAL AMNESIA	FRONTIERS IN PSYCHOLOGY	2013	BEADLE, JN; TRANEL, D; COHEN, NJ; DUFF, MC
000336434700013	TESTOSTERONE'S NEGATIVE RELATIONSHIP WITH EMPATHIC ACCURACY AND PERCEIVED LEADERSHIP ABILITY	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	2013	RONAY, R; CARNEY, DR
000324278500074	INTROSPECTION ON ROMANTIC RELATION GENERATES ATTITUDINAL CHANGE	PSIWORLD 2012	2013	IVAN, L
000319779700002	THE CASE FOR AND AGAINST PERSPECTIVE-TAKING	ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY, VOL 48	2013	VORAUER, J
000313229900005	POTENTIAL NEGATIVE EFFECTS OF PERSPECTIVE-TAKING EFFORTS IN THE CONTEXT OF CLOSE RELATIONSHIPS: INCREASED BIAS AND REDUCED SATISFACTION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2013	VORAUER, JD; SUCHARYNA, TA
000311176400007	THE IRONIC EFFECT OF FINANCIAL INCENTIVE ON EMPATHIC ACCURACY	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	2013	MA-KELLAMS, C; BLASCOVICH, J
000208936300014	A GRATEFUL HEART IS A NONVIOLENT HEART: CROSS-SECTIONAL, EXPERIENCE SAMPLING, LONGITUDINAL, AND EXPERIMENTAL EVIDENCE	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	2012	DEWALL, CN; LAMBERT, NM; POND, RS; KASHDAN, TB; FINCHAM, FD
000316944100002	IMPROVING PUBLIC SERVICE QUALITY FROM A DEVELOPMENTAL PERSPECTIVE: EMPATHY, ATTACHMENT, AND GENDER DIFFERENCES	PUBLIC PERSONNEL MANAGEMENT	2012	YU, GL; WANG, YM; LIU, CH
000311979700001	WHO FEELS SYMPATHY FOR ROOSTERS USED IN COCKFIGHTING? EXAMINING THE INFLUENCE OF FEELINGS, BELIEF IN ANIMAL MIND, PERSONALITY, AND EMPATHY-RELATED TRAITS	SOCIETY & ANIMALS	2012	LEE, SA; QUARLES, L
000300680500015	ATTACHMENT STYLE, VAGAL TONE, AND EMPATHY DURING MOTHER-ADOLESCENT INTERACTIONS	JOURNAL OF RESEARCH ON ADOLESCENCE	2012	DIAMOND, LM; FAGUNDES, CP; BUTTERWORTH, MR
000294528700011	FAMILY ROOTS OF EMPATHY-RELATED CHARACTERISTICS: THE ROLE OF PERCEIVED MATERNAL AND PATERNAL NEED SUPPORT IN ADOLESCENCE	DEVELOPMENTAL PSYCHOLOGY	2011	MIKLIKOWSKA, M; DURIEZ, B; SOENENS, B
000291150800005	ASSESSING JAIL INMATES' PRONENESS TO SHAME AND GUILT FEELING BAD ABOUT THE BEHAVIOR OR THE SELF?	CRIMINAL JUSTICE AND BEHAVIOR	2011	TANGNEY, JP; STUEWIG, J; MASHEK, D; HASTINGS, M
000290183700041	LACK OF EMPATHY IN PATIENTS WITH NARCISSISTIC PERSONALITY DISORDER	PSYCHIATRY RESEARCH	2011	RITTER, K; DZIOBEK, I; PREISSLER, S; RUTER, A; VATER, A; FYDRICH, T; LAMMERS, CH; HEEKEREN, HR; ROEPKE, S
000289361600007	WALKING IN EACH OTHER'S SHOES: PERSPECTIVE TAKING MEDIATES EFFECTS OF EMOTIONAL INTELLIGENCE ON RELATIONSHIP QUALITY	EUROPEAN JOURNAL OF PERSONALITY	2011	SCHRODER-ABE, M; SCHUTZ, A
000285804100012	BETTER LIVING THROUGH PERSPECTIVE TAKING	POSITIVE PSYCHOLOGY AS SOCIAL CHANGE	2011	HODGES, SD; CLARK, BAM; MYERS, MW
000286993400003	PERSPECTIVE TAKING AND COMMUNICATION SATISFACTION IN COWORKER DYADS	JOURNAL OF BUSINESS AND PSYCHOLOGY	2010	PARK, HS; RAILE, ANW
000283952900004	GRATITUDE, INDEBTEDNESS, AND REGRET ON RECEIVING A FRIEND'S FAVOR IN JAPAN	PSYCHOLOGIA	2010	NAITO, T; SAKATA, Y
000276116000011	SHAMING, BLAMING, AND MAIMING: FUNCTIONAL LINKS AMONG THE MORAL EMOTIONS, EXTERNALIZATION OF BLAME, AND AGGRESSION	JOURNAL OF RESEARCH IN PERSONALITY	2010	STUEWIG, J; TANGNEY, JP; HEIGEL, C; HARTY, L; MCCLOSKEY, L
000277171300012	GENDER, PEER RELATIONS, AND INTIMATE ROMANTIC RELATIONSHIPS	HANDBOOK OF GENDER RESEARCH IN PSYCHOLOGY, VOL 2: GENDER RESEARCH IN SOCIAL AND APPLIED PSYCHOLOGY	2010	MARSHALL, TC
000274540800005	MEASURING EMPATHY IN COUPLES: VALIDITY AND RELIABILITY OF THE INTERPERSONAL REACTIVITY INDEX FOR COUPLES	JOURNAL OF PERSONALITY ASSESSMENT	2010	PELOQUIN, K; LAFONTAINE, MF
000272853400004	PERCEIVED MATERNAL CONTROL AND RESPONSIVENESS TO DISTRESS AS PREDICTORS OF YOUNG ADULTS' EMPATHIC RESPONSES	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2010	KANAT-MAYMON, M; ASSOR, A
000276896400006	IMPACT OF COLLECTIVE GENDER IDENTITY ON RELATIONSHIP QUALITY: WHEN MEN FEEL DEVALUED	PSYCHOLOGY OF MEN & MASCULINITY	2010	MOSS-RACUSIN, CA; GOOD, JJ; SANCHEZ, DT
000267842200008	DOES EMPATHY MEDIATE THE RELATIONSHIP BETWEEN NEUROTICISM AND DEPRESSIVE SYMPTOMATOLOGY AMONG COLLEGE STUDENTS?	PERSONALITY AND INDIVIDUAL DIFFERENCES	2009	LEE, SA
000267691900014	THE HUMAN MIRROR NEURON SYSTEM IN A POPULATION WITH DEFICIENT SELF-AWARENESS: AN FMRI STUDY IN ALEXITHYMIA	HUMAN BRAIN MAPPING	2009	MORIGUCHI, Y; OHNISHI, T; DECETY, J; HIRAKATA, M; MAEDA, M; MATSUDA, H; KOMAKI, G
000264999100015	"THE ASSESSMENT OF EMPATHY IN ADOLESCENCE: A CONTRIBUTION TO THE ITALIAN VALIDATION OF THE ""BASIC EMPATHY SCALE"""	JOURNAL OF ADOLESCENCE	2009	ALBIERO, P; MATRICARDI, G; SPELTRI, D; TOSO, D
000207953300006	ASSESSMENT OF PRESCHOOLERS' POSITIVE EMPATHY: CONCURRENT AND LONGITUDINAL RELATIONS WITH POSITIVE EMOTION, SOCIAL COMPETENCE, AND SYMPATHY	JOURNAL OF POSITIVE PSYCHOLOGY	2009	SALLQUIST, J; EISENBERG, N; SPINRAD, TL; EGGUM, ND; GAERTNER, BM
000325803100007	SELF-REGULATION AND CLOSE RELATIONSHIPS	SELF AND SOCIAL RELATIONSHIPS	2008	BAUMEISTER, RF; STILLMAN, TF
000250872200001	EMOTION SKILLS AND MARITAL HEALTH: THE ASSOCIATION BETWEEN OBSERVED AND SELF-REPORTED EMOTION SKILLS, INTIMACY, AND MARITAL SATISFACTION	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	2007	MIRGAIN, SA; CORDOVA, JV
000250243100005	MINDFUL RELATING: EXPLORING MINDFULNESS AND EMOTION REPERTOIRES IN INTIMATE RELATIONSHIPS	JOURNAL OF MARITAL AND FAMILY THERAPY	2007	WACHS, K; CORDOVA, JV
000250243100006	THE ROLE OF MINDFULNESS IN ROMANTIC RELATIONSHIP SATISFACTION AND RESPONSES TO RELATIONSHIP STRESS	JOURNAL OF MARITAL AND FAMILY THERAPY	2007	BARNES, S; BROWN, KW; KRUSEMARK, E; CAMPBELL, WK; ROGGE, RD
000250243100007	THE CASE FOR MINDFULNESS-BASED APPROACHES IN THE CULTIVATION OF EMPATHY: DOES NONJUDGMENTAL, PRESENT-MOMENT AWARENESS INCREASE CAPACITY FOR PERSPECTIVE-TAKING AND EMPATHIC CONCERN?	JOURNAL OF MARITAL AND FAMILY THERAPY	2007	BLOCK-LERNER, J; ADAIR, C; PLUMB, JC; RHATIGAN, DL; ORSILLO, SM
000244408200005	FORGIVENESS FOR INTIMATE PARTNER VIOLENCE: THE INFLUENCE OF VICTIM AND OFFENDER VARIABLES	PERSONALITY AND INDIVIDUAL DIFFERENCES	2007	TSANG, JA; STANFORD, MS
000243900200014	MORAL EMOTIONS AND MORAL BEHAVIOR	ANNUAL REVIEW OF PSYCHOLOGY	2007	TANGNEY, JP; STUEWIG, J; MASHEK, DJ
000240204000002	USING VIDEOTAPED FEEDBACK DURING INTERVENTION WITH MARRIED COUPLES: A QUALITATIVE ASSESSMENT	FAMILY RELATIONS	2006	LONG, ECJ; ANGERA, JJ; HAKOYAMA, M
000239622200010	ORGANIZATIONAL CITIZENSHIP BEHAVIORS AS A FUNCTION OF EMPATHY, CONSIDERATION OF FUTURE CONSEQUENCES, AND EMPLOYEE TIME HORIZON: AN INITIAL EXPLORATION USING AN IN-BASKET SIMULATION OF OCBS	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	2006	JOIREMAN, J; DANIELS, D; GEORGE-FALVY, J; KAMDAR, D
000239229000002	WORK-TO-RELATIONSHIP CONFLICT: CROSSOVER EFFECTS IN DUAL-EARNER COUPLES	JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY	2006	MATTHEWS, RA; DEL PRIORE, RE; ACITELLI, LK; BARNES-FARRELL, JL
000233383200004	EXPLAINING AGE AND GENDER EFFECTS ON ATTITUDES TOWARD SEXIST LANGUAGE	JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY	2005	PARKS, JB; ROBERTON, MA
000227285200020	CLINICAL EMPATHY AS EMOTIONAL LABOR IN THE PATIENT-PHYSICIAN RELATIONSHIP	JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION	2005	LARSON, EB; YAO, X
000229893700001	DYSFUNCTIONAL RELATIONSHIP BELIEFS IN MARITAL SATISFACTION AND ADJUSTMENT	SOCIAL BEHAVIOR AND PERSONALITY	2005	HAMAMCI, Z
000224993300020	BIG FIVE PERSONALITY VARIABLES AND RELATIONSHIP CONSTRUCTS	PERSONALITY AND INDIVIDUAL DIFFERENCES	2004	WHITE, JK; HENDRICK, SS; HENDRICK, C
000221130700004	CROSS-SECTIONAL AND LONGITUDINAL RELATIONS AMONG PEER-REPORTED TRUSTWORTHINESS, SOCIAL RELATIONSHIPS, AND PSYCHOLOGICAL ADJUSTMENT IN CHILDREN AND EARLY ADOLESCENTS FROM THE UNITED KINGDOM AND CANADA	JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY	2004	ROTENBERG, KJ; MCDOUGALL, P; BOULTON, MJ; VAILLANCOURT, T; FOX, C; HYMEL, S
000220251800003	HIGH SELF-CONTROL PREDICTS GOOD ADJUSTMENT, LESS PATHOLOGY, BETTER GRADES, AND INTERPERSONAL SUCCESS	JOURNAL OF PERSONALITY	2004	TANGNEY, JP; BAUMEISTER, RF; BOONE, AL
000188926800009	GRATITUDE IN INTERMEDIATE AFFECTIVE TERRAIN: LINKS OF GRATEFUL MOODS TO INDIVIDUAL DIFFERENCES AND DAILY EMOTIONAL EXPERIENCE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2004	MCCULLOUGH, ME; TSANG, JA; EMMONS, RA
000209508500004	EMPATHY AND THE SELF-ABSORPTION PARADOX II: SELF-RUMINATION AND SELF-REFLECTION AS MEDIATORS BETWEEN SHAME, GUILT, AND EMPATHY	SELF AND IDENTITY	2004	JOIREMAN, J
000186841100006	PSYCHOSOCIAL FACTORS RELATED TO THE CORRESPONDENCE OF RECIPIENT AND PROVIDER PERCEPTIONS OF SOCIAL SUPPORT AMONG PATIENTS DIAGNOSED WITH OR AT RISK FOR MALIGNANT MELANOMA	JOURNAL OF HEALTH PSYCHOLOGY	2003	LICHTENTHAL, WG; CRUESS, DG; SCHUCHTER, LM; MING, ME
000184873800001	DIFFERENCES BETWEEN GAY AND LESBIAN COHABITING COUPLES	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	2003	KURDEK, LA
000180269700003	SO FAR, SO GOOD: SCRIPTS FOR ROMANTIC RELATIONSHIP DEVELOPMENT AS PREDICTORS OF RELATIONAL WELL-BEING	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	2002	HOLMBERG, D; MACKENZIE, S
000179365600002	EMPATHIC ACCURACY AND ACCOMMODATIVE BEHAVIOR AMONG NEWLY MARRIED COUPLES	PERSONAL RELATIONSHIPS	2002	KILPATRICK, SD; BISSONNETTE, VL; RUSBULT, CE
000178872800003	ROMANTIC RELATIONSHIPS OF HYPERCOMPETITIVE INDIVIDUALS	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	2002	RYCKMAN, RM; THORNTON, B; GOLD, JA; BURCKLE, MA
000176618600003	COGNITIVE TIES THAT BIND: A TRIPARTITE VIEW OF EFFICACY BELIEFS IN GROWTH-PROMOTING RELATIONSHIPS	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	2002	LENT, RW; LOPEZ, FG
000176046900002	EMPATHIC INACCURACY IN HUSBAND TO WIFE AGGRESSION: THE OVERATTRIBUTION BIAS	PERSONAL RELATIONSHIPS	2002	SCHWEINLE, WE; ICKES, W; BERNSTEIN, IH
000174309800001	PSYCHOSOCIAL CORRELATES OF INTIMACY ACHIEVEMENT AMONG ADOLESCENT FATHERS-TO-BE	JOURNAL OF YOUTH AND ADOLESCENCE	2002	WINSTANLEY, MR; MEYERS, SA; FLORSHEIM, P
000173590800003	BEING KNOWN, INTIMATE, AND VALUED: GLOBAL SELF-VERIFICATION AND DYADIC ADJUSTMENT IN COUPLES AND ROOMMATES	JOURNAL OF PERSONALITY	2002	KATZ, J; JOINER, TE
000173253100010	THE GRATEFUL DISPOSITION: A CONCEPTUAL AND EMPIRICAL TOPOGRAPHY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2002	MCCULLOUGH, ME; EMMONS, RA; TSANG, JA
000209507500006	EMPATHY AND THE SELF-ABSORPTION PARADOX: SUPPORT FOR THE DISTINCTION BETWEEN SELF-RUMINATION AND SELF-REFLECTION	SELF AND IDENTITY	2002	JOIREMAN, JA; PARROTT, L; HAMMERSLA, J
000186105900007	CONFLICT BETWEEN RELATIONALLY UNCERTAIN ROMANTIC PARTNERS: THE INFLUENCE OF RELATIONAL RESPONSIVENESS AND EMPATHY	COMMUNICATION MONOGRAPHS	2001	HUBBARD, ASE
000173283700001	PERFECTIONISM, BELIEFS, AND ADJUSTMENT IN DATING RELATIONSHIPS	CURRENT PSYCHOLOGY	2001	FLETT, GL; HEWITT, PL; SHAPIRO, B; RAYMAN, J
000172723500011	EFFECTS OF INTERPERSONAL CONTROL, PERSPECTIVE TAKING, AND ATTRIBUTIONS ON OLDER MOTHERS' AND ADULT DAUGHTERS' SATISFACTION WITH THEIR HELPING RELATIONSHIPS	JOURNAL OF FAMILY PSYCHOLOGY	2001	MARTINI, TS; GRUSEC, JE; BERNARDINI, SC
000168759100007	GENDER DIFFERENCES, MOTIVATION, AND EMPATHIC ACCURACY: WHEN IT PAYS TO UNDERSTAND	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2001	KLEIN, KJK; HEDGES, SD
000089316200006	EMPATHY IN FAMILIES OF WOMEN WITH BORDERLINE PERSONALITY DISORDER, ANOREXIA NERVOSA, AND A CONTROL GROUP	FAMILY PROCESS	2000	GUTTMAN, HA; LAPORTE, L
000167782500003	CHANGE AMONG BATTERERS - EXAMINING MEN'S SUCCESS STORIES	JOURNAL OF INTERPERSONAL VIOLENCE	2000	SCOTT, KL; WOLFE, DA
000089360000003	INTEGRATION OF COGNITION AND EMOTION: A POSTFORMAL OPERATIONS MODEL OF PHYSICIAN-PATIENT INTERACTION	JOURNAL OF ADULT DEVELOPMENT	2000	MORTON, KR; WORTHLEY, JS; NITCH, SR; LAMBERTON, HH; LOO, LK; TESTERMAN, JK
000167118700001	GENERAL TRAITS OF PERSONALITY AND AFFECTIVITY AS PREDICTORS OF SATISFACTION IN INTIMATE RELATIONSHIPS: EVIDENCE FROM SELF- AND PARTNER-RATINGS	JOURNAL OF PERSONALITY	2000	WATSON, D; HUBBARD, B; WIESE, D
000089593800006	PREDICTING AGREEMENT BETWEEN PROVIDERS AND RECIPIENTS OF SOCIAL SUPPORT	JOURNAL OF SOCIAL BEHAVIOR AND PERSONALITY	1999	GANT, JR; CALSYN, RJ; WINTER, J
000081073500006	LEVELS, AGENCY, AND CONTROL IN THE PARENT IDENTITY	SOCIAL PSYCHOLOGY QUARTERLY	1999	TSUSHIMA, T; BURKE, PJ
000079462000004	RELATIONSHIP SATISFACTION FOR PERSONS IN A FIRST OR SECOND CONJUGAL UNION	INTERNATIONAL JOURNAL OF PSYCHOLOGY	1999	GIGUERE, J; FORTIN, C; SABOURIN, S
000077295600003	COMMUNICATION, LOVE AND RELATIONSHIP SATISFACTION	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS	1998	MEEKS, BS; HENDRICK, SS; HENDRICK, C
000075615000002	STANDING IN MY PARTNER'S SHOES: PARTNER PERSPECTIVE TAKING AND REACTIONS TO ACCOMMODATIVE DILEMMAS	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	1998	ARRIAGA, XB; RUSBULT, CE
000074857400008	IDENTITY STATUS AND EMPATHIC RESPONSE PATTERNS: A MULTIDIMENSIONAL INVESTIGATION	JOURNAL OF ADOLESCENCE	1998	ERLANGER, DM
000072648700006	THE RELATIONSHIP BETWEEN PERSPECTIVE-TAKING AND NONAGGRESSIVE RESPONDING IN THE FACE OF AN ATTACK	JOURNAL OF PERSONALITY	1998	RICHARDSON, DR; GREEN, LR; LAGO, T
